id,year,month,day,hour,total_riders,casual,registered,under_25,age_2635,age_3645,age_4655,over_55,commute,leisure,reason_na,employed,unemployed,student,na_employed
5256,2011,8,11,21,206,35,171,89,73,16,28,0,205,0,1,4,5,192,5
5257,2011,8,11,22,157,34,123,78,44,8,27,0,75,25,57,58,9,89,1
5258,2011,8,11,23,127,22,105,85,33,1,8,0,80,7,40,11,23,92,1
5259,2011,8,12,0,65,12,53,22,29,13,1,0,15,12,38,25,3,35,2
5260,2011,8,12,1,23,4,19,17,3,0,3,0,14,3,6,2,0,20,1
5261,2011,8,12,2,15,0,15,11,2,2,0,0,8,0,7,1,0,6,8
5262,2011,8,12,3,9,0,9,5,2,1,1,0,9,0,0,1,0,8,0
5263,2011,8,12,4,5,0,5,2,2,0,1,0,4,0,1,0,0,3,2
5264,2011,8,12,5,26,2,24,17,4,4,1,0,2,7,17,2,1,17,6
5265,2011,8,12,6,76,3,73,41,22,4,9,0,31,15,30,16,4,40,16
5266,2011,8,12,7,264,17,247,157,58,5,31,13,248,3,13,86,20,144,14
5267,2011,8,12,8,426,29,397,283,89,2,24,28,335,3,88,61,20,331,14
5268,2011,8,12,9,205,27,178,128,53,8,1,15,154,13,38,21,5,150,29
5269,2011,8,12,10,130,44,86,79,19,12,2,18,11,9,110,19,14,84,13
5270,2011,8,12,11,156,48,108,117,19,3,4,13,86,20,50,1,7,147,1
5271,2011,8,12,12,222,55,167,89,92,7,15,19,76,19,127,72,30,119,1
5272,2011,8,12,13,253,74,179,155,63,7,4,24,52,78,123,75,20,151,7
5273,2011,8,12,14,186,51,135,65,85,21,6,9,1,34,151,15,17,152,2
5274,2011,8,12,15,249,59,190,160,32,9,11,37,85,53,111,3,5,239,2
5275,2011,8,12,16,334,68,266,148,125,6,29,26,318,5,11,4,9,297,24
5276,2011,8,12,17,516,93,423,218,93,23,107,75,427,20,69,2,1,513,0
5277,2011,8,12,18,465,89,376,190,182,11,47,35,400,8,57,7,1,455,2
5278,2011,8,12,19,385,101,284,193,91,13,11,77,166,6,213,21,11,346,7
5279,2011,8,12,20,287,77,210,170,77,17,2,21,280,1,6,9,39,213,26
5280,2011,8,12,21,226,73,153,180,25,17,4,0,179,0,47,11,12,185,18
5281,2011,8,12,22,231,74,157,73,98,3,57,0,150,1,80,8,13,147,63
5282,2011,8,12,23,151,51,100,76,35,37,3,0,131,1,19,12,22,69,48
5283,2011,8,13,0,84,15,69,37,31,10,6,0,81,3,0,4,2,72,6
5284,2011,8,13,1,77,13,64,52,20,4,1,0,73,3,1,24,1,51,1
5285,2011,8,13,2,74,16,58,53,12,5,4,0,45,12,17,19,16,37,2
5286,2011,8,13,3,27,9,18,15,4,1,7,0,12,6,9,4,0,22,1
5287,2011,8,13,4,10,5,5,6,2,1,1,0,1,3,6,1,0,9,0
5288,2011,8,13,5,18,3,15,10,3,2,3,0,12,6,0,5,5,8,0
5289,2011,8,13,6,22,3,19,9,10,3,0,0,2,10,10,1,0,20,1
5290,2011,8,13,7,44,10,34,24,9,1,6,4,10,23,11,2,1,40,1
5291,2011,8,13,8,118,28,90,40,55,6,12,5,99,1,18,5,1,98,14
5292,2011,8,13,9,208,70,138,155,39,1,4,9,181,21,6,10,17,100,81
5293,2011,8,13,10,260,97,163,179,39,5,12,25,3,133,124,24,1,235,0
5294,2011,8,13,11,314,122,192,157,48,13,22,74,76,134,104,10,16,286,2
5295,2011,8,13,12,421,175,246,285,104,6,9,17,33,206,182,36,72,302,11
5296,2011,8,13,13,153,61,92,113,26,9,1,4,77,58,18,3,1,149,0
5297,2011,8,13,14,259,113,146,159,54,16,1,29,248,2,9,18,23,200,18
5298,2011,8,13,15,358,150,208,144,166,1,12,35,191,58,109,145,0,183,30
5299,2011,8,13,16,281,148,133,121,70,3,44,43,231,15,35,44,10,221,6
5300,2011,8,13,17,269,97,172,101,66,19,4,79,215,19,35,20,77,130,42
5301,2011,8,13,18,292,123,169,130,97,21,23,21,211,60,21,75,54,138,25
5302,2011,8,13,19,237,67,170,184,27,16,2,8,143,32,62,33,3,183,18
5303,2011,8,13,20,183,78,105,124,22,6,22,9,149,10,24,38,12,119,14
5304,2011,8,13,21,167,40,127,129,16,14,8,0,25,38,104,38,25,99,5
5305,2011,8,13,22,154,36,118,69,41,8,36,0,76,69,9,28,10,111,5
5306,2011,8,13,23,120,25,95,70,16,31,3,0,54,16,50,42,3,75,0
5307,2011,8,14,0,90,19,71,31,22,4,33,0,45,29,16,2,1,72,15
5308,2011,8,14,1,73,16,57,35,16,20,2,0,41,15,17,9,3,59,2
5309,2011,8,14,2,62,13,49,39,18,3,2,0,15,44,3,25,2,33,2
5310,2011,8,14,3,27,5,22,10,5,0,12,0,10,4,13,5,4,17,1
5311,2011,8,14,4,3,1,2,2,0,1,0,0,2,1,0,0,0,2,1
5312,2011,8,14,5,10,1,9,6,3,0,1,0,2,2,6,0,1,6,3
5313,2011,8,14,6,6,2,4,4,1,0,1,0,2,1,3,0,1,4,1
5314,2011,8,14,7,24,4,20,8,10,1,2,3,3,11,10,4,3,16,1
5315,2011,8,14,8,41,20,21,14,14,3,6,4,36,1,4,0,0,41,0
5316,2011,8,14,9,103,27,76,32,25,22,10,14,100,2,1,12,2,74,15
5317,2011,8,14,10,183,67,116,116,35,10,14,8,48,123,12,25,3,143,12
5318,2011,8,14,11,198,81,117,75,90,15,8,10,44,137,17,12,4,180,2
5319,2011,8,14,12,281,98,183,217,30,3,14,17,228,42,11,2,8,240,31
5320,2011,8,14,13,377,144,233,287,68,4,3,15,97,224,56,51,108,215,3
5321,2011,8,14,14,370,126,244,125,144,57,8,36,355,3,12,50,41,268,11
5322,2011,8,14,15,331,128,203,247,42,20,6,16,164,110,57,15,7,304,5
5323,2011,8,14,16,292,116,176,217,40,15,13,7,222,7,63,47,39,147,59
5324,2011,8,14,17,329,133,196,203,43,30,7,46,313,7,9,4,4,314,7
5325,2011,8,14,18,347,125,222,248,57,14,1,27,264,68,15,83,20,182,62
5326,2011,8,14,19,259,75,184,82,64,39,17,57,108,77,74,102,9,137,11
5327,2011,8,14,20,193,67,126,128,31,3,10,21,111,24,58,7,8,169,9
5328,2011,8,14,21,155,51,104,61,70,22,2,0,154,1,0,15,20,88,32
5329,2011,8,14,22,39,14,25,27,9,2,1,0,29,4,6,8,10,17,4
5330,2011,8,14,23,27,5,22,18,3,3,3,0,10,12,5,7,1,18,1
5331,2011,8,15,0,25,7,18,10,5,8,2,0,4,2,19,0,0,24,1
5332,2011,8,15,1,10,1,9,3,6,1,0,0,2,1,7,6,0,4,0
5333,2011,8,15,2,3,0,3,2,0,1,0,0,2,0,1,1,0,2,0
5334,2011,8,15,3,7,1,6,3,3,0,1,0,0,0,7,0,2,4,1
5335,2011,8,15,4,5,1,4,2,2,0,1,0,3,0,2,1,0,4,0
5336,2011,8,15,5,17,3,14,9,4,3,1,0,6,4,7,4,1,7,5
5337,2011,8,15,6,90,3,87,58,13,16,3,0,36,21,33,0,3,85,2
5338,2011,8,15,7,258,10,248,189,46,9,2,12,213,0,45,4,5,229,20
5339,2011,8,15,8,355,29,326,112,110,40,30,63,325,10,20,18,2,333,2
5340,2011,8,15,9,222,52,170,150,57,2,3,10,215,2,5,74,6,140,2
5341,2011,8,15,10,141,54,87,81,48,2,2,8,70,11,60,3,1,101,36
5342,2011,8,15,11,153,41,112,105,37,1,4,6,90,15,48,40,13,95,5
5343,2011,8,15,12,178,62,116,78,75,7,1,17,60,42,76,5,35,110,28
5344,2011,8,15,13,193,53,140,106,56,7,7,17,60,40,93,3,19,135,36
5345,2011,8,15,14,151,56,95,95,34,8,1,13,78,27,46,6,6,134,5
5346,2011,8,15,15,182,49,133,135,27,6,6,8,80,29,73,28,13,137,4
5347,2011,8,15,16,283,58,225,90,81,30,10,72,240,5,38,0,4,278,1
5348,2011,8,15,17,530,59,471,171,165,4,127,63,509,8,13,140,31,287,72
5349,2011,8,15,18,483,70,413,361,46,36,0,40,475,1,7,128,105,225,25
5350,2011,8,15,19,397,54,343,186,78,20,18,95,80,32,285,83,10,220,84
5351,2011,8,15,20,285,45,240,114,98,55,2,16,112,36,137,105,1,179,0
5352,2011,8,15,21,184,34,150,61,75,30,18,0,142,1,41,35,6,118,25
5353,2011,8,15,22,98,22,76,50,23,22,3,0,84,1,13,5,1,78,14
5354,2011,8,15,23,88,11,77,51,29,6,2,0,1,12,75,5,2,79,2
5355,2011,8,16,0,31,8,23,23,3,4,1,0,8,2,21,2,0,18,11
5356,2011,8,16,1,16,4,12,9,3,4,0,0,3,3,10,2,1,13,0
5357,2011,8,16,2,4,1,3,2,1,1,0,0,2,1,1,1,0,2,1
5358,2011,8,16,3,6,1,5,4,1,1,0,0,5,0,1,1,0,4,1
5359,2011,8,16,4,5,0,5,3,1,1,0,0,4,0,1,1,0,3,1
5360,2011,8,16,5,30,1,29,11,7,5,7,0,5,10,15,4,2,22,2
5361,2011,8,16,6,119,4,115,50,40,11,18,0,112,2,5,3,1,114,1
5362,2011,8,16,7,346,18,328,124,132,23,3,64,281,1,64,75,81,187,3
5363,2011,8,16,8,441,24,417,329,44,29,1,38,379,3,59,204,9,205,23
5364,2011,8,16,9,198,27,171,129,37,14,8,10,157,4,37,101,5,83,9
5365,2011,8,16,10,111,28,83,79,14,2,7,9,65,6,40,15,0,96,0
5366,2011,8,16,11,150,40,110,79,31,7,4,29,106,7,37,3,2,144,1
5367,2011,8,16,12,162,42,120,50,45,12,6,49,116,9,37,50,10,92,10
5368,2011,8,16,13,192,45,147,83,60,7,9,33,59,52,81,18,2,171,1
5369,2011,8,16,14,182,65,117,106,39,19,2,16,96,3,83,21,4,156,1
5370,2011,8,16,15,159,36,123,55,51,8,29,16,51,28,80,11,17,81,50
5371,2011,8,16,16,303,55,248,210,56,3,12,22,273,3,27,116,1,185,1
5372,2011,8,16,17,600,75,525,260,200,28,52,60,426,65,109,80,27,487,6
5373,2011,8,16,18,570,54,516,215,274,47,14,20,423,23,124,6,14,545,5
5374,2011,8,16,19,376,56,320,171,106,27,44,28,98,58,220,71,11,244,50
5375,2011,8,16,20,280,48,232,196,66,6,4,8,165,22,93,18,12,214,36
5376,2011,8,16,21,215,38,177,66,82,60,7,0,43,46,126,13,21,154,27
5377,2011,8,16,22,152,31,121,46,54,49,3,0,10,9,133,14,10,70,58
5378,2011,8,16,23,77,20,57,38,13,20,6,0,45,12,20,3,2,58,14
5379,2011,8,17,0,24,8,16,17,4,1,2,0,19,1,4,2,1,20,1
5380,2011,8,17,1,14,2,12,9,2,1,2,0,7,1,6,0,0,14,0
5381,2011,8,17,2,6,0,6,4,1,0,1,0,1,1,4,0,0,6,0
5382,2011,8,17,3,5,1,4,3,1,1,0,0,4,0,1,1,0,4,0
5383,2011,8,17,4,5,0,5,2,2,0,1,0,3,1,1,1,0,4,0
5384,2011,8,17,5,28,0,28,19,6,2,1,0,15,4,9,7,3,15,3
5385,2011,8,17,6,105,4,101,73,15,2,15,0,1,36,68,0,0,105,0
5386,2011,8,17,7,308,12,296,161,52,9,60,26,289,8,11,18,4,284,2
5387,2011,8,17,8,487,35,452,349,55,4,33,46,380,38,69,1,16,451,19
5388,2011,8,17,9,209,31,178,126,38,8,15,22,189,6,14,55,32,93,29
5389,2011,8,17,10,118,27,91,72,32,1,8,5,75,8,35,4,0,113,1
5390,2011,8,17,11,128,20,108,44,62,8,5,9,17,24,87,48,9,54,17
5391,2011,8,17,12,189,26,163,124,48,1,10,6,36,38,115,2,0,187,0
5392,2011,8,17,13,176,38,138,102,27,16,1,30,112,21,43,96,0,77,3
5393,2011,8,17,14,192,54,138,147,21,6,6,12,114,26,52,4,27,159,2
5394,2011,8,17,15,159,42,117,108,19,10,1,21,9,50,100,33,42,76,8
5395,2011,8,17,16,300,62,238,91,125,41,26,17,286,5,9,75,88,129,8
5396,2011,8,17,17,552,46,506,173,126,90,45,118,461,15,76,213,37,280,22
5397,2011,8,17,18,556,86,470,237,174,14,41,90,406,41,109,255,5,260,36
5398,2011,8,17,19,347,50,297,159,62,14,11,101,204,33,110,3,1,343,0
5399,2011,8,17,20,280,37,243,132,51,14,29,54,66,61,153,26,2,251,1
5400,2011,8,17,21,230,38,192,163,44,15,8,0,97,45,88,89,23,118,0
5401,2011,8,17,22,171,29,142,73,63,18,17,0,60,43,68,14,46,104,7
5402,2011,8,17,23,105,20,85,66,18,4,17,0,78,6,21,20,0,83,2
5403,2011,8,18,0,56,18,38,32,17,2,5,0,3,19,34,2,2,50,2
5404,2011,8,18,1,24,13,11,8,13,0,3,0,15,0,9,1,4,19,0
5405,2011,8,18,2,6,2,4,4,2,0,0,0,1,1,4,1,1,4,0
5406,2011,8,18,3,6,0,6,3,2,1,0,0,0,0,6,0,0,6,0
5407,2011,8,18,4,9,0,9,3,4,1,1,0,9,0,0,1,1,5,2
5408,2011,8,18,5,27,0,27,17,3,2,5,0,0,1,26,4,0,23,0
5409,2011,8,18,6,103,6,97,53,29,8,13,0,94,1,8,4,3,81,15
5410,2011,8,18,7,308,19,289,179,101,2,8,18,272,10,26,79,13,209,7
5411,2011,8,18,8,420,27,393,215,149,31,2,23,338,5,77,68,12,320,20
5412,2011,8,18,9,228,42,186,81,49,38,0,60,205,9,14,58,4,154,12
5413,2011,8,18,10,129,37,92,59,27,6,4,33,123,2,4,26,4,79,20
5414,2011,8,18,11,141,44,97,45,76,1,3,16,76,11,54,11,1,101,28
5415,2011,8,18,12,173,34,139,93,43,10,17,10,151,6,16,17,19,130,7
5416,2011,8,18,13,187,33,154,80,78,4,4,21,99,16,72,78,8,82,19
5417,2011,8,18,14,182,67,115,128,24,7,11,12,54,33,95,2,0,179,1
5418,2011,8,18,15,174,56,118,54,79,12,18,11,4,57,113,13,8,150,3
5419,2011,8,18,16,245,49,196,162,32,4,17,30,244,0,1,8,2,235,0
5420,2011,8,18,17,409,44,365,125,107,40,48,89,353,1,55,61,4,344,0
5421,2011,8,18,18,274,48,226,94,81,23,2,74,202,12,60,10,28,221,15
5422,2011,8,18,19,141,26,115,74,39,12,8,8,66,9,66,41,33,62,5
5423,2011,8,18,20,165,24,141,87,45,3,6,24,130,2,33,42,29,92,2
5424,2011,8,18,21,149,12,137,106,19,10,14,0,22,25,102,62,6,73,8
5425,2011,8,18,22,135,18,117,46,27,60,2,0,117,5,13,5,0,130,0
5426,2011,8,18,23,114,20,94,38,42,7,27,0,105,3,6,18,1,95,0
5427,2011,8,19,0,62,9,53,44,10,2,6,0,41,4,17,1,0,60,1
5428,2011,8,19,1,20,1,19,11,3,5,1,0,14,1,5,0,3,13,4
5429,2011,8,19,2,8,0,8,5,2,0,1,0,5,0,3,0,0,7,1
5430,2011,8,19,3,3,2,1,1,1,1,0,0,1,1,1,0,0,2,1
5431,2011,8,19,4,8,1,7,5,2,1,0,0,4,1,3,1,0,7,0
5432,2011,8,19,5,17,1,16,10,4,3,0,0,6,1,10,4,0,12,1
5433,2011,8,19,6,93,2,91,35,24,21,13,0,90,1,2,18,12,62,1
5434,2011,8,19,7,263,12,251,82,112,12,3,54,215,3,45,18,27,217,1
5435,2011,8,19,8,398,30,368,279,42,29,3,45,396,1,1,12,37,335,14
5436,2011,8,19,9,218,31,187,127,52,9,8,22,182,12,24,33,3,167,15
5437,2011,8,19,10,165,57,108,94,33,14,6,18,119,5,41,51,9,72,33
5438,2011,8,19,11,165,45,120,79,30,18,2,36,142,9,14,47,4,112,2
5439,2011,8,19,12,222,54,168,138,34,17,4,29,28,54,140,90,8,105,19
5440,2011,8,19,13,232,63,169,80,102,3,22,25,63,51,118,39,7,182,4
5441,2011,8,19,14,220,78,142,117,48,38,5,12,146,13,61,3,20,190,7
5442,2011,8,19,15,222,66,156,67,108,15,19,13,18,8,196,46,6,168,2
5443,2011,8,19,16,327,66,261,170,91,3,18,45,267,6,54,56,81,147,43
5444,2011,8,19,17,527,85,442,171,251,7,35,63,458,22,47,3,13,503,8
5445,2011,8,19,18,425,88,337,320,83,2,4,16,392,1,32,196,4,188,37
5446,2011,8,19,19,165,33,132,64,46,25,5,25,52,44,69,55,0,73,37
5447,2011,8,19,20,58,12,46,36,12,3,4,3,56,1,1,11,2,41,4
5448,2011,8,19,21,107,18,89,40,33,20,14,0,95,3,9,12,4,89,2
5449,2011,8,19,22,122,25,97,43,60,5,14,0,18,28,76,13,7,100,2
5450,2011,8,19,23,106,18,88,75,14,12,5,0,19,24,63,27,6,66,7
5451,2011,8,20,0,128,21,107,63,21,17,27,0,34,42,52,12,29,78,9
5452,2011,8,20,1,47,12,35,30,7,1,9,0,24,17,6,0,2,21,24
5453,2011,8,20,2,69,10,59,25,13,25,6,0,41,25,3,4,6,46,13
5454,2011,8,20,3,51,9,42,19,20,6,6,0,3,30,18,6,0,45,0
5455,2011,8,20,4,7,1,6,5,1,0,1,0,1,4,2,1,1,3,2
5456,2011,8,20,5,8,0,8,4,2,0,2,0,8,0,0,1,0,6,1
5457,2011,8,20,6,24,6,18,18,2,2,2,0,17,3,4,6,0,14,4
5458,2011,8,20,7,44,8,36,14,15,1,7,7,12,21,11,24,1,18,1
5459,2011,8,20,8,133,27,106,62,52,6,5,8,103,28,2,22,0,109,2
5460,2011,8,20,9,190,51,139,107,27,2,29,25,140,13,37,57,38,81,14
5461,2011,8,20,10,306,114,192,117,59,2,83,45,305,1,0,137,15,130,24
5462,2011,8,20,11,338,115,223,115,93,1,36,93,143,189,6,50,86,182,20
5463,2011,8,20,12,409,156,253,309,41,5,23,31,209,91,109,156,16,208,29
5464,2011,8,20,13,378,158,220,207,103,5,39,24,233,144,1,54,29,291,4
5465,2011,8,20,14,375,147,228,151,124,44,1,55,185,24,166,210,8,150,7
5466,2011,8,20,15,390,175,215,164,152,11,7,56,157,120,113,164,11,210,5
5467,2011,8,20,16,373,151,222,294,37,12,11,19,279,10,84,1,7,345,20
5468,2011,8,20,17,383,180,203,270,52,9,24,28,334,33,16,102,9,260,12
5469,2011,8,20,18,394,169,225,208,68,55,24,39,279,110,5,166,8,161,59
5470,2011,8,20,19,291,109,182,149,89,14,14,25,135,125,31,0,1,290,0
5471,2011,8,20,20,248,78,170,159,29,9,5,46,240,1,7,105,15,106,22
5472,2011,8,20,21,225,81,144,79,65,7,74,0,109,104,12,43,10,147,25
5473,2011,8,20,22,223,77,146,104,39,72,8,0,30,188,5,37,20,122,44
5474,2011,8,20,23,157,59,98,58,67,16,16,0,132,2,23,28,5,122,2
5475,2011,8,21,0,74,6,68,41,26,5,2,0,31,43,0,22,3,37,12
5476,2011,8,21,1,86,17,69,42,17,26,1,0,46,19,21,2,5,64,15
5477,2011,8,21,2,64,13,51,40,10,11,3,0,35,12,17,10,2,50,2
5478,2011,8,21,3,51,25,26,24,9,16,2,0,12,31,8,2,0,49,0
5479,2011,8,21,4,6,1,5,5,0,1,0,0,5,1,0,1,1,3,1
5480,2011,8,21,5,8,0,8,3,2,1,2,0,3,4,1,4,0,4,0
5481,2011,8,21,6,14,4,10,8,2,2,2,0,4,6,4,0,1,12,1
5482,2011,8,21,7,31,12,19,14,11,2,1,3,5,7,19,7,5,19,0
5483,2011,8,21,8,92,30,62,61,21,2,0,8,86,1,5,0,1,90,1
5484,2011,8,21,9,231,80,151,173,37,8,4,9,194,15,22,29,98,94,10
5485,2011,8,21,10,274,97,177,197,26,8,25,18,29,99,146,53,5,215,1
5486,2011,8,21,11,313,132,181,136,128,4,34,11,13,120,180,2,2,309,0
5487,2011,8,21,12,374,135,239,247,64,10,33,20,15,174,185,103,57,209,5
5488,2011,8,21,13,310,94,216,115,125,2,27,41,290,18,2,110,34,160,6
5489,2011,8,21,14,235,78,157,124,87,2,4,18,153,37,45,17,32,154,32
5490,2011,8,21,15,68,17,51,38,24,2,1,3,56,9,3,8,2,58,0
5491,2011,8,21,16,258,97,161,203,31,3,11,10,214,12,32,89,4,160,5
5492,2011,8,21,17,270,91,179,152,87,12,1,18,265,0,5,50,1,217,2
5493,2011,8,21,18,311,96,215,155,124,3,16,13,280,3,28,111,1,194,5
5494,2011,8,21,19,282,81,201,154,84,8,5,31,102,23,157,101,0,181,0
5495,2011,8,21,20,181,41,140,121,41,7,2,10,136,43,2,0,4,177,0
5496,2011,8,21,21,138,45,93,56,32,6,44,0,52,65,21,37,3,76,22
5497,2011,8,21,22,134,37,97,51,36,1,46,0,116,6,12,40,13,78,3
5498,2011,8,21,23,68,20,48,49,8,8,3,0,57,9,2,5,9,50,4
5499,2011,8,22,0,40,18,22,17,13,7,3,0,38,1,1,6,0,33,1
5500,2011,8,22,1,21,8,13,15,4,1,1,0,10,4,7,0,0,20,1
5501,2011,8,22,2,8,2,6,6,1,1,0,0,4,1,3,0,0,7,1
5502,2011,8,22,3,5,0,5,3,1,1,0,0,3,0,2,2,1,2,0
5503,2011,8,22,4,12,2,10,4,5,3,0,0,8,1,3,1,1,9,1
5504,2011,8,22,5,24,1,23,12,8,1,3,0,19,1,4,6,0,18,0
5505,2011,8,22,6,112,6,106,56,40,5,11,0,17,16,79,20,12,61,19
5506,2011,8,22,7,281,11,270,130,59,30,44,18,275,1,5,19,47,185,30
5507,2011,8,22,8,351,20,331,188,125,8,12,18,333,6,12,2,32,307,10
5508,2011,8,22,9,187,36,151,94,59,14,0,20,136,7,44,59,4,102,22
5509,2011,8,22,10,121,36,85,66,37,4,3,11,42,17,62,25,33,51,12
5510,2011,8,22,11,131,46,85,48,56,12,3,12,38,1,92,3,3,91,34
5511,2011,8,22,12,207,54,153,163,34,2,4,4,62,28,117,35,0,158,14
5512,2011,8,22,13,205,47,158,66,46,8,27,58,99,7,99,16,57,98,34
5513,2011,8,22,14,225,88,137,173,41,1,3,7,19,48,158,37,11,166,11
5514,2011,8,22,15,199,72,127,100,78,5,3,13,125,29,45,45,64,90,0
5515,2011,8,22,16,320,66,254,217,70,17,2,14,271,12,37,12,0,306,2
5516,2011,8,22,17,591,82,509,192,197,32,117,53,468,26,97,86,25,258,222
5517,2011,8,22,18,609,72,537,382,105,33,55,34,564,6,39,95,5,475,34
5518,2011,8,22,19,416,66,350,295,58,7,12,44,159,73,184,3,0,411,2
5519,2011,8,22,20,268,21,247,173,41,11,26,17,246,2,20,42,1,209,16
5520,2011,8,22,21,208,28,180,128,25,36,19,0,50,51,107,12,2,125,69
5521,2011,8,22,22,153,32,121,47,52,53,1,0,85,27,41,11,43,88,11
5522,2011,8,22,23,64,19,45,27,23,1,13,0,13,2,49,15,7,42,0
5523,2011,8,23,0,35,13,22,16,14,4,1,0,25,2,8,0,2,33,0
5524,2011,8,23,1,19,6,13,13,3,0,3,0,8,1,10,5,1,12,1
5525,2011,8,23,2,6,2,4,4,2,0,0,0,2,1,3,3,0,3,0
5526,2011,8,23,3,6,2,4,4,1,0,1,0,3,0,3,1,1,4,0
5527,2011,8,23,4,5,0,5,2,2,1,0,0,1,1,3,2,0,3,0
5528,2011,8,23,5,36,1,35,22,6,1,7,0,10,1,25,11,6,19,0
5529,2011,8,23,6,114,3,111,48,52,8,6,0,9,33,72,24,12,51,27
5530,2011,8,23,7,344,11,333,227,93,7,12,5,297,16,31,76,3,186,79
5531,2011,8,23,8,504,43,461,264,107,25,81,27,452,18,34,1,16,479,8
5532,2011,8,23,9,225,34,191,118,77,14,7,9,158,24,43,25,23,163,14
5533,2011,8,23,10,148,56,92,82,50,7,3,6,12,4,132,17,4,126,1
5534,2011,8,23,11,186,62,124,148,19,3,7,9,104,18,64,4,3,174,5
5535,2011,8,23,12,237,60,177,189,29,3,4,12,237,0,0,40,14,179,4
5536,2011,8,23,13,234,70,164,90,51,15,7,71,167,17,50,1,10,216,7
5537,2011,8,23,14,651,149,502,503,102,8,20,18,280,139,232,33,87,280,251
5538,2011,8,23,15,601,178,423,216,291,3,28,63,488,40,73,168,31,363,39
5539,2011,8,23,16,444,133,311,157,142,17,14,114,335,11,98,20,34,342,48
5540,2011,8,23,17,472,133,339,325,76,26,21,24,337,48,87,193,32,237,10
5541,2011,8,23,18,519,98,421,326,149,15,6,23,394,19,106,66,23,424,6
5542,2011,8,23,19,367,70,297,163,141,12,13,38,238,39,90,110,2,245,10
5543,2011,8,23,20,260,54,206,178,60,1,10,11,195,17,48,58,20,115,67
5544,2011,8,23,21,211,38,173,106,82,17,6,0,29,1,181,13,0,197,1
5545,2011,8,23,22,191,46,145,111,63,12,5,0,129,7,55,32,1,154,4
5546,2011,8,23,23,80,19,61,55,18,0,7,0,1,11,68,1,3,76,0
5547,2011,8,24,0,38,9,29,26,6,2,4,0,16,9,13,11,1,25,1
5548,2011,8,24,1,24,7,17,10,8,0,6,0,5,1,18,3,0,21,0
5549,2011,8,24,2,6,2,4,3,2,0,1,0,4,0,2,0,0,6,0
5550,2011,8,24,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5551,2011,8,24,4,7,0,7,5,1,0,1,0,7,0,0,0,1,5,1
5552,2011,8,24,5,27,1,26,16,7,0,4,0,9,3,15,0,9,16,2
5553,2011,8,24,6,108,3,105,61,22,17,8,0,76,10,22,7,1,98,2
5554,2011,8,24,7,308,11,297,184,94,1,18,11,271,1,36,140,12,149,7
5555,2011,8,24,8,468,32,436,250,76,59,17,66,430,6,32,157,50,255,6
5556,2011,8,24,9,213,44,169,111,62,15,3,22,188,0,25,15,3,183,12
5557,2011,8,24,10,146,51,95,63,42,13,10,18,81,21,44,41,22,69,14
5558,2011,8,24,11,185,57,128,75,71,3,8,28,42,8,135,28,0,142,15
5559,2011,8,24,12,235,60,175,114,48,27,23,23,121,23,91,31,23,145,36
5560,2011,8,24,13,236,56,180,182,36,4,7,7,114,26,96,7,43,135,51
5561,2011,8,24,14,204,77,127,99,42,2,23,38,94,11,99,1,1,195,7
5562,2011,8,24,15,204,63,141,81,68,35,0,20,17,7,180,76,5,88,35
5563,2011,8,24,16,271,49,222,127,59,25,6,54,258,4,9,19,68,143,41
5564,2011,8,24,17,567,83,484,254,135,21,66,91,442,11,114,50,27,485,5
5565,2011,8,24,18,621,102,519,219,227,4,32,139,533,30,58,119,6,386,110
5566,2011,8,24,19,440,93,347,253,66,34,8,79,418,0,22,143,22,264,11
5567,2011,8,24,20,334,45,289,171,105,14,23,21,67,79,188,25,91,150,68
5568,2011,8,24,21,236,47,189,173,32,18,13,0,79,6,151,16,9,123,88
5569,2011,8,24,22,181,41,140,69,49,28,35,0,22,40,119,20,6,142,13
5570,2011,8,24,23,70,16,54,28,28,2,12,0,58,0,12,2,1,67,0
5571,2011,8,25,0,52,11,41,27,15,6,4,0,14,13,25,7,5,24,16
5572,2011,8,25,1,15,4,11,8,4,3,0,0,11,0,4,2,2,10,1
5573,2011,8,25,2,5,3,2,2,2,1,0,0,5,0,0,1,0,4,0
5574,2011,8,25,3,4,2,2,1,1,1,1,0,2,0,2,1,0,2,1
5575,2011,8,25,4,7,1,6,5,1,1,0,0,6,0,1,1,1,5,0
5576,2011,8,25,5,26,1,25,12,6,7,1,0,4,3,19,6,0,19,1
5577,2011,8,25,6,102,1,101,42,36,11,13,0,65,11,26,3,1,97,1
5578,2011,8,25,7,313,17,296,119,73,43,21,57,267,0,46,32,31,228,22
5579,2011,8,25,8,484,23,461,210,188,46,11,29,476,1,7,111,5,353,15
5580,2011,8,25,9,162,21,141,74,66,3,2,17,145,4,13,37,18,106,1
5581,2011,8,25,10,142,37,105,45,75,4,11,7,24,27,91,20,14,107,1
5582,2011,8,25,11,151,39,112,58,54,7,13,19,30,44,77,6,1,141,3
5583,2011,8,25,12,41,9,32,23,12,0,2,4,21,7,13,9,2,23,7
5584,2011,8,25,13,37,7,30,11,17,1,2,6,7,11,19,11,0,25,1
5585,2011,8,25,14,113,27,86,67,16,7,2,21,93,1,19,2,1,109,1
5586,2011,8,25,15,132,28,104,44,54,1,13,20,68,24,40,40,8,75,9
