id,dteday,season,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed
4092,6/24/2011,3,9,0,5,1,1,0.74,0.6818,0.62,0.1343
4093,6/24/2011,3,10,0,5,1,1,0.8,0.7273,0.43,0.2836
4094,6/24/2011,3,11,0,5,1,1,0.8,0.7121,0.38,0.3284
4095,6/24/2011,3,12,0,5,1,1,0.8,0.7121,0.41,0.2836
4096,6/24/2011,3,13,0,5,1,1,0.8,0.7121,0.36,0.2239
4097,6/24/2011,3,14,0,5,1,1,0.78,0.697,0.43,0.2836
4098,6/24/2011,3,15,0,5,1,1,0.82,0.7273,0.34,0.3881
4099,6/24/2011,3,16,0,5,1,1,0.8,0.697,0.33,0.4179
4100,6/24/2011,3,17,0,5,1,1,0.76,0.6667,0.37,0.2537
4101,6/24/2011,3,18,0,5,1,1,0.76,0.6667,0.37,0.2985
4102,6/24/2011,3,19,0,5,1,1,0.74,0.6515,0.4,0.2239
4103,6/24/2011,3,20,0,5,1,1,0.72,0.6515,0.45,0.1642
4104,6/24/2011,3,21,0,5,1,1,0.7,0.6515,0.48,0.1343
4105,6/24/2011,3,22,0,5,1,1,0.7,0.6515,0.48,0
4106,6/24/2011,3,23,0,5,1,1,0.68,0.6364,0.51,0.1343
4107,6/25/2011,3,0,0,6,0,1,0.68,0.6364,0.47,0.1642
4108,6/25/2011,3,1,0,6,0,1,0.66,0.6212,0.5,0.1642
4109,6/25/2011,3,2,0,6,0,2,0.66,0.6212,0.5,0.194
4110,6/25/2011,3,3,0,6,0,1,0.64,0.6212,0.57,0.194
4111,6/25/2011,3,4,0,6,0,1,0.64,0.6212,0.57,0.194
4112,6/25/2011,3,5,0,6,0,1,0.62,0.6061,0.61,0.1343
4113,6/25/2011,3,6,0,6,0,1,0.64,0.6212,0.57,0.2239
4114,6/25/2011,3,7,0,6,0,1,0.64,0.6212,0.57,0.2836
4115,6/25/2011,3,8,0,6,0,1,0.7,0.6515,0.48,0.2537
4116,6/25/2011,3,9,0,6,0,1,0.72,0.6515,0.45,0.2537
4117,6/25/2011,3,10,0,6,0,1,0.72,0.6515,0.45,0.194
4118,6/25/2011,3,11,0,6,0,1,0.74,0.6667,0.42,0
4119,6/25/2011,3,12,0,6,0,1,0.74,0.6515,0.4,0.2836
4120,6/25/2011,3,13,0,6,0,1,0.74,0.6515,0.4,0.2836
4121,6/25/2011,3,14,0,6,0,1,0.74,0.6667,0.45,0.2985
4122,6/25/2011,3,15,0,6,0,1,0.74,0.6667,0.45,0
4123,6/25/2011,3,16,0,6,0,1,0.76,0.6818,0.43,0.2985
4124,6/25/2011,3,17,0,6,0,1,0.74,0.6667,0.42,0.2239
4125,6/25/2011,3,18,0,6,0,1,0.72,0.6515,0.45,0.2537
4126,6/25/2011,3,19,0,6,0,1,0.72,0.6667,0.48,0.2836
4127,6/25/2011,3,20,0,6,0,1,0.7,0.6515,0.48,0.194
4128,6/25/2011,3,21,0,6,0,1,0.68,0.6364,0.51,0.1642
4129,6/25/2011,3,22,0,6,0,1,0.68,0.6364,0.47,0.194
4130,6/25/2011,3,23,0,6,0,2,0.66,0.6212,0.5,0.2985
4131,6/26/2011,3,0,0,0,0,1,0.64,0.6212,0.53,0
4132,6/26/2011,3,1,0,0,0,1,0.64,0.6212,0.53,0.1045
4133,6/26/2011,3,2,0,0,0,1,0.62,0.6212,0.57,0.1045
4134,6/26/2011,3,3,0,0,0,1,0.6,0.6061,0.64,0.1045
4135,6/26/2011,3,4,0,0,0,1,0.6,0.6061,0.64,0.0896
4136,6/26/2011,3,5,0,0,0,1,0.6,0.6061,0.64,0
4137,6/26/2011,3,6,0,0,0,1,0.6,0.6061,0.64,0
4138,6/26/2011,3,7,0,0,0,1,0.62,0.6061,0.61,0
4139,6/26/2011,3,8,0,0,0,1,0.64,0.6212,0.61,0.194
4140,6/26/2011,3,9,0,0,0,1,0.66,0.6212,0.54,0.0896
4141,6/26/2011,3,10,0,0,0,1,0.72,0.6667,0.48,0.1045
4142,6/26/2011,3,11,0,0,0,1,0.72,0.6515,0.45,0.1343
4143,6/26/2011,3,12,0,0,0,1,0.74,0.6515,0.4,0.1642
4144,6/26/2011,3,13,0,0,0,1,0.74,0.6515,0.4,0
4145,6/26/2011,3,14,0,0,0,1,0.74,0.6515,0.4,0.1343
4146,6/26/2011,3,15,0,0,0,1,0.74,0.6515,0.4,0
4147,6/26/2011,3,16,0,0,0,1,0.74,0.6667,0.42,0.194
4148,6/26/2011,3,17,0,0,0,2,0.72,0.6515,0.42,0.1642
4149,6/26/2011,3,18,0,0,0,2,0.72,0.6515,0.45,0.2537
4150,6/26/2011,3,19,0,0,0,2,0.72,0.6667,0.48,0.1343
4151,6/26/2011,3,20,0,0,0,2,0.7,0.6515,0.48,0.1045
4152,6/26/2011,3,21,0,0,0,2,0.7,0.6515,0.54,0.1045
4153,6/26/2011,3,22,0,0,0,1,0.7,0.6515,0.51,0
4154,6/26/2011,3,23,0,0,0,1,0.7,0.6515,0.54,0.0896
4155,6/27/2011,3,0,0,1,1,3,0.64,0.6061,0.73,0.2836
4156,6/27/2011,3,1,0,1,1,2,0.62,0.5909,0.78,0.1343
4157,6/27/2011,3,2,0,1,1,3,0.62,0.5909,0.78,0.1343
4158,6/27/2011,3,3,0,1,1,3,0.62,0.5909,0.78,0.1343
4159,6/27/2011,3,4,0,1,1,2,0.6,0.5606,0.83,0.1642
4160,6/27/2011,3,5,0,1,1,2,0.62,0.5758,0.83,0.1642
4161,6/27/2011,3,6,0,1,1,2,0.62,0.5909,0.78,0.1642
4162,6/27/2011,3,7,0,1,1,2,0.64,0.6061,0.73,0.2239
4163,6/27/2011,3,8,0,1,1,1,0.66,0.6212,0.74,0.194
4164,6/27/2011,3,9,0,1,1,2,0.72,0.6667,0.54,0
4165,6/27/2011,3,10,0,1,1,2,0.72,0.6667,0.54,0.1343
4166,6/27/2011,3,11,0,1,1,2,0.7,0.6515,0.58,0
4167,6/27/2011,3,12,0,1,1,2,0.72,0.6667,0.54,0
4168,6/27/2011,3,13,0,1,1,2,0.72,0.6667,0.58,0.2239
4169,6/27/2011,3,14,0,1,1,2,0.72,0.6667,0.58,0.0896
4170,6/27/2011,3,15,0,1,1,2,0.74,0.6818,0.55,0
4171,6/27/2011,3,16,0,1,1,1,0.74,0.6818,0.55,0.1045
4172,6/27/2011,3,17,0,1,1,1,0.74,0.6818,0.55,0.1343
4173,6/27/2011,3,18,0,1,1,1,0.74,0.6667,0.51,0
4174,6/27/2011,3,19,0,1,1,1,0.72,0.6818,0.62,0.194
4175,6/27/2011,3,20,0,1,1,1,0.7,0.6515,0.65,0.1045
4176,6/27/2011,3,21,0,1,1,1,0.7,0.6515,0.65,0
4177,6/27/2011,3,22,0,1,1,1,0.68,0.6364,0.69,0
4178,6/27/2011,3,23,0,1,1,1,0.68,0.6364,0.69,0
4179,6/28/2011,3,0,0,2,1,2,0.66,0.6061,0.78,0.1343
4180,6/28/2011,3,1,0,2,1,1,0.66,0.6212,0.74,0
4181,6/28/2011,3,2,0,2,1,2,0.66,0.6212,0.74,0
4182,6/28/2011,3,3,0,2,1,2,0.66,0.6212,0.74,0
4183,6/28/2011,3,4,0,2,1,1,0.66,0.6212,0.74,0
4184,6/28/2011,3,5,0,2,1,1,0.66,0.6061,0.78,0
4185,6/28/2011,3,6,0,2,1,1,0.66,0.6061,0.83,0.1642
4186,6/28/2011,3,7,0,2,1,1,0.68,0.6364,0.83,0.194
4187,6/28/2011,3,8,0,2,1,1,0.7,0.6667,0.79,0.1642
4188,6/28/2011,3,9,0,2,1,1,0.74,0.697,0.7,0
4189,6/28/2011,3,10,0,2,1,1,0.8,0.7424,0.49,0.1642
4190,6/28/2011,3,11,0,2,1,1,0.82,0.7576,0.46,0
4191,6/28/2011,3,12,0,2,1,1,0.84,0.7727,0.47,0.2239
4192,6/28/2011,3,13,0,2,1,1,0.84,0.7576,0.44,0
4193,6/28/2011,3,14,0,2,1,1,0.86,0.7879,0.44,0.2239
4194,6/28/2011,3,15,0,2,1,1,0.86,0.7879,0.41,0
4195,6/28/2011,3,16,0,2,1,1,0.86,0.803,0.47,0.2836
4196,6/28/2011,3,17,0,2,1,3,0.82,0.7879,0.56,0.2836
4197,6/28/2011,3,18,0,2,1,3,0.8,0.7576,0.55,0.2985
4198,6/28/2011,3,19,0,2,1,2,0.74,0.6818,0.58,0.4627
4199,6/28/2011,3,20,0,2,1,1,0.74,0.6818,0.62,0
4200,6/28/2011,3,21,0,2,1,1,0.74,0.697,0.66,0.2836
4201,6/28/2011,3,22,0,2,1,1,0.7,0.6515,0.7,0.2985
4202,6/28/2011,3,23,0,2,1,1,0.7,0.6515,0.7,0.2836
4203,6/29/2011,3,0,0,3,1,2,0.68,0.6364,0.79,0.2836
4204,6/29/2011,3,1,0,3,1,1,0.68,0.6364,0.79,0.2985
4205,6/29/2011,3,2,0,3,1,1,0.66,0.6061,0.83,0.2239
4206,6/29/2011,3,3,0,3,1,2,0.66,0.6061,0.83,0.1045
4207,6/29/2011,3,4,0,3,1,1,0.66,0.6061,0.83,0.1045
4208,6/29/2011,3,5,0,3,1,1,0.64,0.5758,0.83,0.194
4209,6/29/2011,3,6,0,3,1,1,0.66,0.6212,0.69,0.2985
4210,6/29/2011,3,7,0,3,1,1,0.7,0.6515,0.54,0.2239
4211,6/29/2011,3,8,0,3,1,1,0.7,0.6515,0.48,0.2836
4212,6/29/2011,3,9,0,3,1,1,0.72,0.6515,0.45,0.3881
4213,6/29/2011,3,10,0,3,1,1,0.74,0.6667,0.42,0.2836
4214,6/29/2011,3,11,0,3,1,1,0.76,0.6667,0.35,0.2239
4215,6/29/2011,3,12,0,3,1,1,0.76,0.6667,0.35,0.2537
4216,6/29/2011,3,13,0,3,1,1,0.8,0.697,0.31,0.3284
4217,6/29/2011,3,14,0,3,1,1,0.8,0.697,0.31,0.194
4218,6/29/2011,3,15,0,3,1,1,0.82,0.7121,0.3,0.1642
4219,6/29/2011,3,16,0,3,1,1,0.82,0.7121,0.3,0.4179
4220,6/29/2011,3,17,0,3,1,1,0.82,0.7121,0.26,0.4179
4221,6/29/2011,3,18,0,3,1,1,0.8,0.697,0.29,0.2985
4222,6/29/2011,3,19,0,3,1,1,0.76,0.6667,0.35,0.3881
4223,6/29/2011,3,20,0,3,1,1,0.74,0.6515,0.37,0.2985
4224,6/29/2011,3,21,0,3,1,1,0.72,0.6515,0.39,0.2239
4225,6/29/2011,3,22,0,3,1,1,0.7,0.6364,0.42,0.194
4226,6/29/2011,3,23,0,3,1,1,0.68,0.6364,0.47,0.194
4227,6/30/2011,3,0,0,4,1,1,0.66,0.6212,0.5,0.1642
4228,6/30/2011,3,1,0,4,1,1,0.64,0.6212,0.53,0.1343
4229,6/30/2011,3,2,0,4,1,1,0.62,0.6212,0.57,0.1343
4230,6/30/2011,3,3,0,4,1,1,0.6,0.6061,0.6,0.1642
4231,6/30/2011,3,4,0,4,1,1,0.58,0.5455,0.64,0.1343
4232,6/30/2011,3,5,0,4,1,1,0.58,0.5455,0.64,0.2537
4233,6/30/2011,3,6,0,4,1,1,0.6,0.6061,0.64,0.2537
4234,6/30/2011,3,7,0,4,1,1,0.62,0.6061,0.61,0.2239
4235,6/30/2011,3,8,0,4,1,1,0.68,0.6364,0.47,0.2239
4236,6/30/2011,3,9,0,4,1,1,0.7,0.6364,0.42,0.2239
4237,6/30/2011,3,10,0,4,1,1,0.72,0.6515,0.42,0.194
4238,6/30/2011,3,11,0,4,1,1,0.74,0.6515,0.37,0.1343
4239,6/30/2011,3,12,0,4,1,1,0.76,0.6667,0.35,0.1642
4240,6/30/2011,3,13,0,4,1,1,0.76,0.6667,0.33,0.194
4241,6/30/2011,3,14,0,4,1,1,0.78,0.6818,0.31,0.194
4242,6/30/2011,3,15,0,4,1,1,0.78,0.6667,0.25,0.2537
4243,6/30/2011,3,16,0,4,1,1,0.8,0.697,0.26,0.1343
4244,6/30/2011,3,17,0,4,1,1,0.78,0.6818,0.27,0.3582
4245,6/30/2011,3,18,0,4,1,1,0.76,0.6667,0.29,0.2537
4246,6/30/2011,3,19,0,4,1,1,0.74,0.6515,0.33,0.194
4247,6/30/2011,3,20,0,4,1,1,0.74,0.6515,0.33,0.194
4248,6/30/2011,3,21,0,4,1,1,0.72,0.6515,0.37,0.1045
4249,6/30/2011,3,22,0,4,1,1,0.7,0.6364,0.42,0.1642
4250,6/30/2011,3,23,0,4,1,1,0.66,0.6212,0.5,0
4251,7/1/2011,3,0,0,5,1,1,0.66,0.6212,0.5,0
4252,7/1/2011,3,1,0,5,1,1,0.66,0.6212,0.5,0
4253,7/1/2011,3,2,0,5,1,1,0.62,0.6061,0.69,0
4254,7/1/2011,3,3,0,5,1,1,0.64,0.6212,0.53,0
4255,7/1/2011,3,4,0,5,1,1,0.62,0.6212,0.57,0
4256,7/1/2011,3,5,0,5,1,1,0.6,0.6061,0.64,0.1343
4257,7/1/2011,3,6,0,5,1,1,0.62,0.6061,0.61,0.1343
4258,7/1/2011,3,7,0,5,1,1,0.66,0.6212,0.54,0.1045
4259,7/1/2011,3,8,0,5,1,1,0.7,0.6364,0.42,0.1642
4260,7/1/2011,3,9,0,5,1,1,0.74,0.6515,0.35,0.1642
4261,7/1/2011,3,10,0,5,1,1,0.76,0.6667,0.33,0.1642
4262,7/1/2011,3,11,0,5,1,1,0.8,0.697,0.26,0
4263,7/1/2011,3,12,0,5,1,1,0.8,0.697,0.26,0
4264,7/1/2011,3,13,0,5,1,1,0.8,0.6818,0.24,0
4265,7/1/2011,3,14,0,5,1,1,0.82,0.697,0.23,0.194
4266,7/1/2011,3,15,0,5,1,1,0.82,0.697,0.21,0.2537
4267,7/1/2011,3,16,0,5,1,1,0.82,0.697,0.17,0
4268,7/1/2011,3,17,0,5,1,1,0.82,0.697,0.21,0.194
4269,7/1/2011,3,18,0,5,1,1,0.8,0.6818,0.24,0.2537
4270,7/1/2011,3,19,0,5,1,1,0.78,0.6667,0.25,0.194
4271,7/1/2011,3,20,0,5,1,1,0.72,0.6515,0.42,0.2239
4272,7/1/2011,3,21,0,5,1,1,0.7,0.6364,0.45,0.194
4273,7/1/2011,3,22,0,5,1,1,0.7,0.6364,0.42,0
4274,7/1/2011,3,23,0,5,1,1,0.68,0.6364,0.47,0.0896
4275,7/2/2011,3,0,0,6,0,1,0.68,0.6364,0.47,0.0896
4276,7/2/2011,3,1,0,6,0,1,0.66,0.6212,0.54,0
4277,7/2/2011,3,2,0,6,0,1,0.64,0.6212,0.53,0
4278,7/2/2011,3,3,0,6,0,1,0.64,0.6212,0.53,0
4279,7/2/2011,3,4,0,6,0,1,0.62,0.6061,0.61,0
4280,7/2/2011,3,5,0,6,0,1,0.58,0.5455,0.73,0.1045
4281,7/2/2011,3,6,0,6,0,1,0.62,0.6061,0.69,0.1045
4282,7/2/2011,3,7,0,6,0,1,0.64,0.6061,0.65,0
4283,7/2/2011,3,8,0,6,0,1,0.68,0.6364,0.57,0
4284,7/2/2011,3,9,0,6,0,1,0.74,0.6667,0.51,0.0896
4285,7/2/2011,3,10,0,6,0,1,0.8,0.7121,0.36,0
4286,7/2/2011,3,11,0,6,0,1,0.8,0.7121,0.36,0.0896
4287,7/2/2011,3,12,0,6,0,1,0.82,0.7121,0.3,0.1343
4288,7/2/2011,3,13,0,6,0,1,0.82,0.7121,0.3,0.1045
4289,7/2/2011,3,14,0,6,0,1,0.84,0.7121,0.2,0
4290,7/2/2011,3,15,0,6,0,1,0.86,0.7273,0.19,0.1642
4291,7/2/2011,3,16,0,6,0,1,0.88,0.7424,0.22,0.2239
4292,7/2/2011,3,17,0,6,0,1,0.84,0.7273,0.3,0.2239
4293,7/2/2011,3,18,0,6,0,1,0.82,0.7121,0.3,0.2836
4294,7/2/2011,3,19,0,6,0,1,0.8,0.697,0.33,0.2239
4295,7/2/2011,3,20,0,6,0,1,0.76,0.6818,0.45,0.2836
4296,7/2/2011,3,21,0,6,0,1,0.74,0.6667,0.48,0.194
4297,7/2/2011,3,22,0,6,0,1,0.72,0.6667,0.51,0.1642
4298,7/2/2011,3,23,0,6,0,1,0.72,0.6667,0.54,0.2836
4299,7/3/2011,3,0,0,0,0,1,0.7,0.6515,0.58,0.2239
4300,7/3/2011,3,1,0,0,0,2,0.7,0.6515,0.61,0.1642
4301,7/3/2011,3,2,0,0,0,1,0.7,0.6515,0.58,0.194
4302,7/3/2011,3,3,0,0,0,3,0.68,0.6364,0.65,0.0896
4303,7/3/2011,3,4,0,0,0,3,0.68,0.6364,0.65,0.0896
4304,7/3/2011,3,5,0,0,0,3,0.62,0.5758,0.83,0.194
4305,7/3/2011,3,6,0,0,0,2,0.62,0.5455,0.94,0.0896
4306,7/3/2011,3,7,0,0,0,2,0.64,0.5758,0.89,0.194
4307,7/3/2011,3,8,0,0,0,1,0.68,0.6364,0.79,0.2239
4308,7/3/2011,3,9,0,0,0,1,0.7,0.6667,0.74,0.2537
4309,7/3/2011,3,10,0,0,0,1,0.74,0.697,0.66,0.1642
4310,7/3/2011,3,11,0,0,0,1,0.76,0.7121,0.62,0.1045
4311,7/3/2011,3,12,0,0,0,1,0.8,0.7576,0.55,0.1045
4312,7/3/2011,3,13,0,0,0,1,0.8,0.7727,0.59,0.2239
4313,7/3/2011,3,14,0,0,0,1,0.82,0.7879,0.56,0.2537
4314,7/3/2011,3,15,0,0,0,1,0.84,0.803,0.53,0.2985
4315,7/3/2011,3,16,0,0,0,1,0.84,0.803,0.53,0.2985
4316,7/3/2011,3,17,0,0,0,3,0.8,0.7424,0.49,0.8507
4317,7/3/2011,3,18,0,0,0,3,0.8,0.7424,0.49,0.8507
4318,7/3/2011,3,19,0,0,0,2,0.66,0.6061,0.83,0.194
4319,7/3/2011,3,20,0,0,0,3,0.66,0.6061,0.83,0
4320,7/3/2011,3,21,0,0,0,2,0.66,0.6061,0.83,0.1642
4321,7/3/2011,3,22,0,0,0,2,0.66,0.6061,0.78,0.1045
4322,7/3/2011,3,23,0,0,0,1,0.64,0.5758,0.83,0.1642
4323,7/4/2011,3,0,1,1,0,1,0.64,0.5758,0.83,0.1343
4324,7/4/2011,3,1,1,1,0,1,0.64,0.5758,0.83,0.0896
4325,7/4/2011,3,2,1,1,0,1,0.64,0.5758,0.83,0
4326,7/4/2011,3,3,1,1,0,1,0.64,0.5909,0.78,0
4327,7/4/2011,3,4,1,1,0,2,0.66,0.6061,0.78,0.0896
4328,7/4/2011,3,5,1,1,0,2,0.64,0.5758,0.83,0.1343
4329,7/4/2011,3,6,1,1,0,1,0.64,0.5758,0.89,0.1642
4330,7/4/2011,3,7,1,1,0,1,0.66,0.6061,0.83,0.1343
4331,7/4/2011,3,8,1,1,0,1,0.7,0.6667,0.74,0.1045
4332,7/4/2011,3,9,1,1,0,2,0.72,0.6818,0.66,0.0896
4333,7/4/2011,3,10,1,1,0,2,0.76,0.697,0.55,0.0896
4334,7/4/2011,3,11,1,1,0,2,0.76,0.697,0.55,0.0896
4335,7/4/2011,3,12,1,1,0,2,0.78,0.7121,0.52,0
4336,7/4/2011,3,13,1,1,0,2,0.78,0.7121,0.49,0
4337,7/4/2011,3,14,1,1,0,1,0.8,0.7273,0.46,0
4338,7/4/2011,3,15,1,1,0,1,0.82,0.7424,0.43,0.0896
4339,7/4/2011,3,16,1,1,0,1,0.82,0.7424,0.41,0
4340,7/4/2011,3,17,1,1,0,1,0.8,0.7273,0.46,0
4341,7/4/2011,3,18,1,1,0,1,0.8,0.7273,0.46,0.1343
4342,7/4/2011,3,19,1,1,0,2,0.78,0.7121,0.49,0.1642
4343,7/4/2011,3,20,1,1,0,2,0.76,0.697,0.55,0.1045
4344,7/4/2011,3,21,1,1,0,2,0.74,0.6818,0.62,0.1045
4345,7/4/2011,3,22,1,1,0,2,0.74,0.6818,0.62,0.1343
4346,7/4/2011,3,23,1,1,0,2,0.72,0.6818,0.7,0.1045
4347,7/5/2011,3,0,0,2,1,2,0.7,0.6515,0.65,0.1642
4348,7/5/2011,3,1,0,2,1,1,0.7,0.6515,0.65,0.1045
4349,7/5/2011,3,2,0,2,1,1,0.66,0.6212,0.74,0.0896
4350,7/5/2011,3,3,0,2,1,1,0.66,0.6212,0.74,0.2239
4351,7/5/2011,3,4,0,2,1,1,0.66,0.6212,0.69,0.1642
4352,7/5/2011,3,5,0,2,1,1,0.66,0.6212,0.69,0
4353,7/5/2011,3,6,0,2,1,1,0.66,0.6212,0.74,0.0896
4354,7/5/2011,3,7,0,2,1,1,0.7,0.6515,0.65,0.0896
4355,7/5/2011,3,8,0,2,1,1,0.72,0.6818,0.62,0.1343
4356,7/5/2011,3,9,0,2,1,1,0.74,0.6818,0.58,0.1343
4357,7/5/2011,3,10,0,2,1,1,0.76,0.697,0.52,0.1045
4358,7/5/2011,3,11,0,2,1,1,0.78,0.697,0.46,0.1045
4359,7/5/2011,3,12,0,2,1,1,0.8,0.7273,0.43,0.1045
4360,7/5/2011,3,13,0,2,1,1,0.82,0.7424,0.43,0.1045
4361,7/5/2011,3,14,0,2,1,1,0.8,0.7424,0.49,0.1642
4362,7/5/2011,3,15,0,2,1,1,0.82,0.7424,0.43,0
4363,7/5/2011,3,16,0,2,1,1,0.82,0.7576,0.46,0.1045
4364,7/5/2011,3,17,0,2,1,1,0.82,0.7576,0.46,0.1045
4365,7/5/2011,3,18,0,2,1,1,0.8,0.7576,0.55,0.1642
4366,7/5/2011,3,19,0,2,1,1,0.8,0.7727,0.59,0.1343
4367,7/5/2011,3,20,0,2,1,1,0.76,0.7273,0.66,0.1045
4368,7/5/2011,3,21,0,2,1,1,0.78,0.7424,0.62,0.2537
4369,7/5/2011,3,22,0,2,1,1,0.76,0.7273,0.66,0.2239
4370,7/5/2011,3,23,0,2,1,1,0.74,0.697,0.66,0.1642
4371,7/6/2011,3,0,0,3,1,1,0.72,0.697,0.74,0.194
4372,7/6/2011,3,1,0,3,1,1,0.7,0.6667,0.74,0.1343
4373,7/6/2011,3,2,0,3,1,1,0.7,0.6667,0.79,0.0896
4374,7/6/2011,3,3,0,3,1,1,0.7,0.6667,0.79,0
4375,7/6/2011,3,4,0,3,1,2,0.68,0.6364,0.83,0.0896
4376,7/6/2011,3,5,0,3,1,1,0.68,0.6364,0.83,0.0896
4377,7/6/2011,3,6,0,3,1,1,0.7,0.6667,0.79,0.0896
4378,7/6/2011,3,7,0,3,1,2,0.72,0.697,0.79,0
4379,7/6/2011,3,8,0,3,1,2,0.72,0.697,0.74,0.1045
4380,7/6/2011,3,9,0,3,1,3,0.7,0.6667,0.79,0.194
4381,7/6/2011,3,10,0,3,1,3,0.7,0.6667,0.79,0.0896
4382,7/6/2011,3,11,0,3,1,2,0.72,0.697,0.74,0
4383,7/6/2011,3,12,0,3,1,2,0.74,0.697,0.66,0.0896
4384,7/6/2011,3,13,0,3,1,2,0.74,0.697,0.7,0.1045
4385,7/6/2011,3,14,0,3,1,1,0.76,0.7273,0.66,0.2836
4386,7/6/2011,3,15,0,3,1,1,0.76,0.7273,0.7,0.2836
4387,7/6/2011,3,16,0,3,1,1,0.76,0.7273,0.7,0.2537
4388,7/6/2011,3,17,0,3,1,1,0.78,0.7424,0.59,0.2239
4389,7/6/2011,3,18,0,3,1,1,0.76,0.7121,0.62,0.194
4390,7/6/2011,3,19,0,3,1,1,0.74,0.697,0.7,0.2239
4391,7/6/2011,3,20,0,3,1,1,0.72,0.697,0.74,0.2537
4392,7/6/2011,3,21,0,3,1,1,0.7,0.6667,0.79,0.194
4393,7/6/2011,3,22,0,3,1,1,0.7,0.6667,0.79,0.194
4394,7/6/2011,3,23,0,3,1,1,0.68,0.6364,0.83,0.2239
4395,7/7/2011,3,0,0,4,1,1,0.66,0.5909,0.89,0.1343
4396,7/7/2011,3,1,0,4,1,1,0.66,0.5909,0.89,0.194
4397,7/7/2011,3,2,0,4,1,1,0.66,0.5909,0.89,0.194
4398,7/7/2011,3,3,0,4,1,1,0.64,0.5606,0.94,0.1045
4399,7/7/2011,3,4,0,4,1,1,0.64,0.5758,0.89,0.1045
4400,7/7/2011,3,5,0,4,1,1,0.64,0.5758,0.89,0.1045
4401,7/7/2011,3,6,0,4,1,2,0.64,0.5758,0.89,0.1343
4402,7/7/2011,3,7,0,4,1,2,0.66,0.5909,0.89,0.1045
4403,7/7/2011,3,8,0,4,1,2,0.7,0.6667,0.79,0.194
4404,7/7/2011,3,9,0,4,1,1,0.74,0.697,0.7,0.1642
4405,7/7/2011,3,10,0,4,1,1,0.78,0.7424,0.62,0
4406,7/7/2011,3,11,0,4,1,1,0.82,0.7727,0.52,0.1343
4407,7/7/2011,3,12,0,4,1,1,0.84,0.7727,0.41,0
4408,7/7/2011,3,13,0,4,1,1,0.86,0.7879,0.41,0
4409,7/7/2011,3,14,0,4,1,1,0.86,0.7879,0.41,0.2537
4410,7/7/2011,3,15,0,4,1,1,0.86,0.7879,0.41,0.2537
4411,7/7/2011,3,16,0,4,1,1,0.86,0.7727,0.39,0.2239
4412,7/7/2011,3,17,0,4,1,1,0.86,0.7576,0.36,0.2537
4413,7/7/2011,3,18,0,4,1,1,0.84,0.7576,0.44,0.2985
4414,7/7/2011,3,19,0,4,1,1,0.82,0.7727,0.52,0.2836
4415,7/7/2011,3,20,0,4,1,1,0.76,0.7121,0.58,0.3582
4416,7/7/2011,3,21,0,4,1,1,0.74,0.6818,0.62,0.1642
4417,7/7/2011,3,22,0,4,1,1,0.74,0.6818,0.62,0.1642
4418,7/7/2011,3,23,0,4,1,1,0.72,0.6818,0.66,0
4419,7/8/2011,3,0,0,5,1,1,0.74,0.697,0.66,0.1045
4420,7/8/2011,3,1,0,5,1,1,0.72,0.697,0.79,0
4421,7/8/2011,3,2,0,5,1,2,0.7,0.6667,0.74,0.1642
4422,7/8/2011,3,3,0,5,1,1,0.68,0.6364,0.79,0.1045
4423,7/8/2011,3,4,0,5,1,1,0.7,0.6667,0.79,0.2537
4424,7/8/2011,3,5,0,5,1,1,0.68,0.6364,0.79,0.2537
4425,7/8/2011,3,6,0,5,1,1,0.7,0.6667,0.74,0.1045
4426,7/8/2011,3,7,0,5,1,2,0.7,0.6667,0.79,0.194
4427,7/8/2011,3,8,0,5,1,2,0.72,0.697,0.74,0.2537
4428,7/8/2011,3,9,0,5,1,2,0.76,0.7273,0.7,0.2985
4429,7/8/2011,3,10,0,5,1,2,0.74,0.697,0.7,0.3582
4430,7/8/2011,3,11,0,5,1,2,0.74,0.7121,0.74,0.2537
4431,7/8/2011,3,12,0,5,1,2,0.76,0.7273,0.7,0.2836
4432,7/8/2011,3,13,0,5,1,2,0.78,0.7576,0.66,0.2836
4433,7/8/2011,3,14,0,5,1,2,0.8,0.7879,0.63,0.3582
4434,7/8/2011,3,15,0,5,1,2,0.8,0.7879,0.63,0.3582
4435,7/8/2011,3,16,0,5,1,3,0.68,0.6364,0.83,0.4478
4436,7/8/2011,3,17,0,5,1,3,0.66,0.5909,0.89,0.4478
4437,7/8/2011,3,18,0,5,1,1,0.66,0.6061,0.83,0.0896
4438,7/8/2011,3,19,0,5,1,1,0.66,0.6061,0.83,0.0896
4439,7/8/2011,3,20,0,5,1,1,0.66,0.6061,0.83,0.1642
4440,7/8/2011,3,21,0,5,1,2,0.66,0.6061,0.83,0.2537
4441,7/8/2011,3,22,0,5,1,2,0.66,0.6061,0.78,0.194
4442,7/8/2011,3,23,0,5,1,2,0.66,0.6061,0.78,0.0896
4443,7/9/2011,3,0,0,6,0,2,0.66,0.6061,0.83,0.1343
4444,7/9/2011,3,1,0,6,0,2,0.64,0.5758,0.89,0.1045
4445,7/9/2011,3,2,0,6,0,1,0.64,0.5758,0.89,0.1642
4446,7/9/2011,3,3,0,6,0,1,0.64,0.5758,0.89,0.1343
